0,034
0,016
0,018
0,011
0,011
0,011
0,015
0,015
0,026
0,018
0,011
0,014
0,012
0,009
0,015
0,015
0,023
0,018
0,016
0,013
0,011
0,016
0,010
0,013
0,013
0,013
0,016
0,014
0,015
0,017
0,014
0,014
0,013
0,012
0,011
0,018
0,017
0,018
0,020
0,021
0,017
0,014
0,014
0,017
0,021
0,014
0,013
0,016
0,014
0,016
0,013
0,018
0,018
0,017
0,018
0,012
0,013
0,016
0,010
0,015
0,013
0,017
0,017
0,019
0,011
0,016
0,016
0,009
0,013
0,018
0,011
0,017
0,016
0,022
0,023
0,012
0,015
0,016
0,019
0,019
0,021
0,023
0,016
0,010
0,010
0,013
0,015
0,016
0,017
0,011
0,012
0,019
0,018
0,017
0,021
0,012
0,017
0,018
0,015
0,011
